Timestamp,q_w,q_x,q_y,q_z,roll,pitch,yaw,theta
1403638127270096896,0.2362656371205854,-0.7590254248488829,-0.35884633901081786,-0.4891709906847602,130.07943901338783,65.80453456431472,-178.93904867170986,0.0
1403638127275097088,0.23662133528126914,-0.7584935321164108,-0.3585871931182895,-0.49001339814215994,130.07969659246396,65.92928267712429,-178.94264206145664,0.0
1403638127280097024,0.23771067291135753,-0.7587332686458329,-0.3578547092881855,-0.489650354921048,130.43512963224586,65.94573072011526,-178.5561261257664,0.0
1403638127285096960,0.23874649394889289,-0.7588841908530366,-0.3571684631202064,-0.48941351171866215,130.7573901207182,65.97414043531985,-178.20466314007663,0.0
1403638127290096896,0.23982557721470935,-0.7593113111954195,-0.3564359599824064,-0.4887570271983255,131.14767001873022,65.95171989787173,-177.78028534716933,0.0
1403638127295097088,0.24067053268761418,-0.7596285013256895,-0.355873813743253,-0.4882581933376842,131.44776256347396,65.93541003549625,-177.45256398000146,0.0
1403638127300097024,0.24128154602609297,-0.7600676459574558,-0.3554317571603213,-0.4875947652691486,131.7090055456821,65.88514210063967,-177.17067591139437,0.0
1403638127305096960,0.24170469898873614,-0.7603158097519476,-0.3551395048618562,-0.48721108363262877,131.876835058732,65.8596451359466,-176.98821656988076,0.0
1403638127310096896,0.24228530952380153,-0.7606498013414313,-0.354717666608356,-0.48670841938898063,132.10910926700464,65.82726553445487,-176.73804182324992,0.0
1403638127315097088,0.2428273057236772,-0.7608921334896995,-0.35433546890092305,-0.48633778001224215,132.31115182481207,65.8091875078901,-176.51946442136781,0.0
1403638127320097024,0.24383804135715764,-0.7611545111864099,-0.3536844475581148,-0.4858951854496952,132.64342036764634,65.80642395107822,-176.15386039996207,0.0
1403638127325096960,0.24472409937303236,-0.7612531956387026,-0.3531630585234795,-0.48567431619374596,132.90342868835282,65.82477353734578,-175.86222525385432,0.0
1403638127330096896,0.2454577198492009,-0.7615965065838114,-0.3526170547197064,-0.4851623250486018,133.18404158729413,65.79733105933992,-175.56154916788265,0.0
1403638127335097088,0.24598237039404858,-0.7616754493826235,-0.3523255693888598,-0.4849844084276517,133.33858878208721,65.80182768362548,-175.3860330897036,0.0
1403638127340097024,0.24619056188787397,-0.761790302668435,-0.35217198154515345,-0.48480989822014475,133.4207780342284,65.79017283497743,-175.2976251823855,0.0
1403638127345096960,0.2457500416290885,-0.7618571871573068,-0.3524056875631673,-0.4847584705698178,133.31542627410965,65.76099934734057,-175.41898326793327,0.0
1403638127350096896,0.24513700135158342,-0.7618536302112585,-0.3527154581986824,-0.48484915411906643,133.1557391589639,65.74070423458218,-175.6044551702516,0.0
1403638127355097088,0.24448730087613996,-0.7618198196778322,-0.3530447559126244,-0.48499064153747395,132.98156880687094,65.72474052974894,-175.80642894113487,0.0
1403638127360097024,0.24388760260588202,-0.7617965371344252,-0.3533358825571043,-0.48511712750916763,132.82471895367863,65.70923293148037,-175.99003931343103,0.0
1403638127365096960,0.24338413552347266,-0.7616089003036798,-0.3536304520215687,-0.4854498418546786,132.65525154563213,65.72488533705301,-176.18031582436564,0.0
1403638127370096896,0.24303393132786327,-0.7614921944822282,-0.353826346129495,-0.4856655873650248,132.54127131652456,65.7336389099833,-176.3093759172071,0.0
1403638127375097088,0.24271065598101318,-0.7613141778533824,-0.3540229247618374,-0.48596299119970965,132.42089622998304,65.75408202379563,-176.44349372567743,0.0
1403638127380097024,0.24253692919992623,-0.7611422051287245,-0.35414344028512895,-0.48623122611476327,132.34006741219682,65.77873884473286,-176.53174341757435,0.0
1403638127385096960,0.2423864283805641,-0.7609579588373356,-0.3542691701605342,-0.48650299001424024,132.25992028237332,65.80511700489977,-176.61687192077903,0.0
1403638127390096896,0.24225175347858033,-0.7608493800576469,-0.3543848871922513,-0.4866555871786359,132.19750116824608,65.81731072965115,-176.6822821496649,0.0
1403638127395097088,0.24187347054528618,-0.7609866318289072,-0.354282131199274,-0.48670395718236575,132.1760097293734,65.80184383067159,-176.74637246731342,0.0
1403638127400097024,0.24161031331175756,-0.7609183045430292,-0.3545007497017285,-0.4867823012124297,132.08095126347075,65.79791536723079,-176.84511909464015,0.0
1403638127405096960,0.2412138577377825,-0.7608612072177573,-0.35480156189446116,-0.4868490010913492,131.95105480542188,65.785332052711,-176.98251042545567,0.0
1403638127410096896,0.240848595787114,-0.7608459448484484,-0.3550712548314293,-0.48685706948495844,131.8395605919597,65.76691822074226,-177.10089438252265,0.0
1403638127415097088,0.2404978979247908,-0.7608889646119272,-0.3553286034334426,-0.4867754391992117,131.74340962262065,65.73795558020535,-177.20264752208064,0.0
1403638127420097024,0.24029588186312517,-0.7609214317095262,-0.35547165409793846,-0.4867200088938439,131.69043296241747,65.72017480167902,-177.25921410434995,0.0
1403638127425096960,0.24021252683832442,-0.7609453366947327,-0.3555321445057138,-0.48667959761598334,131.67025026058243,65.71064136008673,-177.28051741118495,0.0
1403638127430096896,0.24021685363946507,-0.761019252395666,-0.3555483057863826,-0.48655006213454566,131.6815674712168,65.69471574295106,-177.26568128294886,0.0
1403638127435097088,0.24032322395123748,-0.7610793868434303,-0.35550292470865646,-0.48643662020380707,131.71818603763603,65.68631863689465,-177.2225968906869,0.0
1403638127440097024,0.24053531235702325,-0.7611577054212112,-0.3554232636970381,-0.48626743116331744,131.78175978845564,65.67673360968996,-177.14587195993622,0.0
1403638127445096960,0.24065591354750843,-0.7612654054658867,-0.3552120380730286,-0.48619350234600867,131.85809034464236,65.67342958217222,-177.0775261043383,0.0
1403638127450096896,0.2408034949050368,-0.7612210513147103,-0.35515166948460675,-0.4862339761258397,131.88541764606686,65.68654354265095,-177.04353729451498,0.0
1403638127455097088,0.24092747195484335,-0.7611230865277956,-0.35509804277233725,-0.4863650690901901,131.8980220897873,65.70972519899486,-177.0268551601789,0.0
1403638127460097024,0.241069155952403,-0.7610304395385156,-0.35503142641259827,-0.4864884565985567,131.9168622548927,65.73288286932969,-177.00349957564922,0.0
1403638127465096960,0.24113225685618325,-0.7609435201295478,-0.3549856900367789,-0.48662650333228685,131.91987987201944,65.75356121949186,-177.00101031266797,0.0
1403638127470096896,0.24112347150153363,-0.7608481894959731,-0.35495450790413435,-0.48680263079638625,131.90671970573987,65.77505030039194,-177.02004591091062,0.0
1403638127475097088,0.24118547557040876,-0.760774840195707,-0.3548557433797256,-0.4869585303591001,131.92126664237045,65.79770539632369,-177.01119675678356,0.0
1403638127480097024,0.24136759777189282,-0.7607260051157062,-0.35468400570934766,-0.4870696910920405,131.97334550307335,65.82118380328897,-176.96056762062955,0.0
1403638127485096960,0.24164770302335967,-0.7606920471124521,-0.35446520770333645,-0.4871431140960854,132.05305791419232,65.84519662170044,-176.87768081719346,0.0
1403638127490096896,0.2419648049821556,-0.760665762656566,-0.35423765279111097,-0.48719227828147754,132.14213198084593,65.86815147515443,-176.78272889186383,0.0
1403638127495097088,0.24226910389513626,-0.7607191672981282,-0.3540072333379927,-0.487125146699973,132.2439006409405,65.87569807348065,-176.67494646183397,0.0
1403638127500097024,0.24252175309802734,-0.7607085531898827,-0.3538908469017662,-0.48710056955126363,132.30546610412048,65.886171122755,-176.60193690389445,0.0
1403638127505096960,0.24266549692027084,-0.7607023532525685,-0.35385086978792335,-0.48706770403176247,132.3358492246793,65.88985909070837,-176.56240082028373,0.0
1403638127510096896,0.24259564666873323,-0.7607091806813109,-0.35395486499521145,-0.4870162709712781,132.30679839031563,65.8799619006208,-176.5873050973378,0.0
1403638127515097088,0.24246592956423849,-0.7607421775375478,-0.35407018669595325,-0.48694549511118057,132.27025689271082,65.86434063684449,-176.62357245909507,0.0
1403638127520097024,0.24225943866551417,-0.7607933819006354,-0.3542156597984622,-0.4868624659872683,132.21867461748897,65.84302167272229,-176.67857878525825,0.0
1403638127525096960,0.2421471816285445,-0.7608401740107913,-0.3543020152760464,-0.4867823476790357,132.19276431020242,65.82705800303037,-176.70523439162184,0.0
1403638127530096896,0.2420046015097758,-0.760815502192402,-0.35443367623786554,-0.4867959671364686,132.14107138650587,65.82137741849596,-176.75734862724454,0.0
1403638127535097088,0.24176917661101494,-0.7608267196204498,-0.354598735097304,-0.48677520994788687,132.07424868214534,65.80631072705258,-176.82909122857188,0.0
1403638127540097024,0.24151530567051904,-0.760808493418313,-0.35474468066155684,-0.48682338174307366,132.00248076434733,65.79876319349647,-176.90999863056277,0.0
1403638127545096960,0.24140206501703204,-0.7608071527686,-0.3548899295351359,-0.4867757771461056,131.9576750668842,65.78703152683558,-176.95066200719586,0.0
1403638127550096896,0.24143551035395278,-0.7607985725448934,-0.3548085868056811,-0.48683189406892236,131.97602526389244,65.79562389234998,-176.93759183486793,0.0
1403638127555097088,0.24160912445762914,-0.7608298002652262,-0.35465267293267455,-0.48681056643103304,132.03827955600465,65.80202669956476,-176.8743678574743,0.0
1403638127560097024,0.24181833568328487,-0.7608166768252449,-0.35452750426214846,-0.4868183701480555,132.09327725227303,65.8141844912432,-176.81289641112312,0.0
1403638127565096960,0.24196879824534256,-0.7607929370528637,-0.35448431498145005,-0.4868121588850408,132.12208666226348,65.82162839656382,-176.77499642682398,0.0
1403638127570096896,0.24194571998317407,-0.7607566706502465,-0.35457248094637656,-0.48681609710290746,132.09621522155282,65.82120638001345,-176.79484631870193,0.0
1403638127575097088,0.24187817575325626,-0.7607662798605271,-0.35466863067393173,-0.48676460218192663,132.0696150518987,65.81136286228737,-176.81781063231028,0.0
1403638127580097024,0.24177748605358887,-0.7607965867831054,-0.35475598722495394,-0.4867035959440116,132.0426757028443,65.79843103306281,-176.84464929856452,0.0
1403638127585096960,0.24172896908173433,-0.7608691546240215,-0.3547859668243173,-0.48659238875360894,132.04218759954793,65.78187162852892,-176.84514193927015,0.0
1403638127590096896,0.2416429093744731,-0.7609233911499185,-0.35483702200535905,-0.48651308817370653,132.0284023322799,65.76730882484736,-176.86064827619538,0.0
1403638127595097088,0.24335130473035035,-0.7597502077665652,-0.3575606889876014,-0.48549986403232803,131.63084871679067,65.74733872353092,-176.8486484290615,0.0
1403638127600097024,0.24336592309516253,-0.7597759092286379,-0.35757207791634493,-0.48544392500722827,131.63595998144592,65.74119521646817,-176.8405067763513,0.0
1403638127605096960,0.24340396821126123,-0.7598023446848385,-0.35755392479911635,-0.48539684396499827,131.65029485027495,65.7373594037721,-176.8239434402361,0.0
1403638127610096896,0.2434796549918374,-0.7598107006339584,-0.3575111048657624,-0.48537734465552773,131.672025535804,65.73899820827599,-176.7993581242778,0.0
1403638127615097088,0.2435246235796751,-0.7598117825390539,-0.3575190972609171,-0.48534720347287647,131.6784182023498,65.73778415099454,-176.78796557662236,0.0
1403638127620097024,0.24353342746112888,-0.7597795883390316,-0.35755818661628463,-0.48536438892452843,131.66731590497375,65.7406005923885,-176.79495247056443,0.0
1403638127625096960,0.243495696502826,-0.7597453070940906,-0.3576431090398788,-0.4853744128911196,131.64000192627398,65.74008853484024,-176.81787020881058,0.0
1403638127630096896,0.24337264502641556,-0.7596957391615641,-0.35779763873966874,-0.4853998241294783,131.58343246650662,65.73697780999566,-176.8712197968344,0.0
1403638127635097088,0.24321054907048384,-0.7596523199045339,-0.35794149803385855,-0.4854429582039179,131.52325569617034,65.73382177526524,-176.93274739203662,0.0
1403638127640097024,0.2430013541686927,-0.75959975287104,-0.3580776867403636,-0.48552953315849534,131.45482598573557,65.73339197196711,-177.00785147984956,0.0
1403638127645096960,0.24254755402811984,-0.7598188911739766,-0.35765431843245254,-0.4857255656816333,131.49135697688396,65.73064980386329,-177.05175011189425,0.0
1403638127650096896,0.24244912898765344,-0.7598010243586409,-0.35767438348344,-0.4857878741142364,131.4680406347987,65.73297121345263,-177.08251602855418,0.0
1403638127655097088,0.24245037142179665,-0.7598066860992223,-0.35767183704922095,-0.48578027351693304,131.46971849821622,65.732079685318,-177.08086578110647,0.0
1403638127660097024,0.2424849249333492,-0.7598042037656426,-0.35764370785498684,-0.4857876195950888,131.4799702306454,65.73484383967124,-177.07030934104196,0.0
1403638127665096960,0.24255888877050483,-0.7597950933626695,-0.3576147090939032,-0.4857862919228098,131.4958227674348,65.73874350198842,-177.05072399890415,0.0
1403638127670096896,0.24259507638604355,-0.7597757314552295,-0.3576225197417889,-0.48579275434948044,131.49706530755253,65.74162737259486,-177.04573233503038,0.0
